Address,State,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2000,Parts per billion,22.285714,41,7,39,Parts per million,0.026333,0.052,10,44,Parts per billion,1.625,9,2,13,Parts per million,0.445833,0.7,9,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2000,Parts per billion,22.285714,41,7,39,Parts per million,0.026333,0.052,10,44,Parts per billion,1.5875,3.6,2,13,Parts per million,0.422727,1.1,5,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2000,Parts per billion,22.285714,41,7,39,Parts per million,0.026333,0.052,10,44,Parts per billion,1.5875,3.6,2,13,Parts per million,0.445833,0.7,9,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2000,Parts per billion,19.875,34,0,32,Parts per million,0.032167,0.052,11,44,Parts per billion,0.761905,3,5,4,Parts per million,0.420833,1.3,5,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2000,Parts per billion,19.875,34,0,32,Parts per million,0.032167,0.052,11,44,Parts per billion,0.761905,3,5,4,Parts per million,0.4375,0.7,8,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2000,Parts per billion,19.875,34,0,32,Parts per million,0.032167,0.052,11,44,Parts per billion,0.766667,2,8,4,Parts per million,0.420833,1.3,5,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2000,Parts per billion,19.875,34,0,32,Parts per million,0.032167,0.052,11,44,Parts per billion,0.766667,2,8,4,Parts per million,0.4375,0.7,8,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2000,Parts per billion,17.625,58,21,55,Parts per million,0.038917,0.063,11,61,Parts per billion,0.375,4,21,6,Parts per million,0.433333,2.3,21,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2000,Parts per billion,17.625,58,21,55,Parts per million,0.038917,0.063,11,61,Parts per billion,0.375,4,21,6,Parts per million,0.354167,0.7,22,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2000,Parts per billion,17.625,58,21,55,Parts per million,0.038917,0.063,11,61,Parts per billion,0.35,1.6,23,6,Parts per million,0.433333,2.3,21,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2000,Parts per billion,17.625,58,21,55,Parts per million,0.038917,0.063,11,61,Parts per billion,0.35,1.6,23,6,Parts per million,0.354167,0.7,22,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2000,Parts per billion,13.434783,47,20,44,Parts per million,0.063167,0.081,10,114,Parts per billion,0.869565,3,3,4,Parts per million,0.313043,1,20,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2000,Parts per billion,13.434783,47,20,44,Parts per million,0.063167,0.081,10,114,Parts per billion,0.869565,3,3,4,Parts per million,0.370833,0.7,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2000,Parts per billion,13.434783,47,20,44,Parts per million,0.063167,0.081,10,114,Parts per billion,0.885714,2.3,5,4,Parts per million,0.313043,1,20,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2000,Parts per billion,13.434783,47,20,44,Parts per million,0.063167,0.081,10,114,Parts per billion,0.885714,2.3,5,4,Parts per million,0.370833,0.7,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2000,Parts per billion,36.05,73,21,71,Parts per million,0.037696,0.073,11,93,Parts per billion,0.736842,2,6,3,Parts per million,0.605,1.6,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2000,Parts per billion,36.05,73,21,71,Parts per million,0.037696,0.073,11,93,Parts per billion,0.736842,2,6,3,Parts per million,0.488235,0.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2000,Parts per billion,36.05,73,21,71,Parts per million,0.037696,0.073,11,93,Parts per billion,0.75,2,23,3,Parts per million,0.605,1.6,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2000,Parts per billion,36.05,73,21,71,Parts per million,0.037696,0.073,11,93,Parts per billion,0.75,2,23,3,Parts per million,0.488235,0.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2000,Parts per billion,22.416667,53,0,50,Parts per million,0.046333,0.073,10,93,Parts per billion,0.208333,3,0,4,Parts per million,0.3125,0.7,6,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2000,Parts per billion,22.416667,53,0,50,Parts per million,0.046333,0.073,10,93,Parts per billion,0.208333,3,0,4,Parts per million,0.454167,0.9,0,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2000,Parts per billion,22.416667,53,0,50,Parts per million,0.046333,0.073,10,93,Parts per billion,0.2,1,2,4,Parts per million,0.3125,0.7,6,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2000,Parts per billion,22.416667,53,0,50,Parts per million,0.046333,0.073,10,93,Parts per billion,0.2,1,2,4,Parts per million,0.454167,0.9,0,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2000,Parts per billion,19.375,44,4,42,Parts per million,0.042625,0.062,11,58,Parts per billion,0.166667,1,5,1,Parts per million,0.270833,1.1,5,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2000,Parts per billion,19.375,44,4,42,Parts per million,0.042625,0.062,11,58,Parts per billion,0.166667,1,5,1,Parts per million,0.3,0.5,7,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2000,Parts per billion,19.375,44,4,42,Parts per million,0.042625,0.062,11,58,Parts per billion,0.1625,1,8,1,Parts per million,0.270833,1.1,5,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2000,Parts per billion,19.375,44,4,42,Parts per million,0.042625,0.062,11,58,Parts per billion,0.1625,1,8,1,Parts per million,0.3,0.5,7,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2000,Parts per billion,19.842105,43,6,41,Parts per million,0.037083,0.051,10,43,Parts per billion,0.208333,2,7,3,Parts per million,0.181818,0.6,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2000,Parts per billion,19.842105,43,6,41,Parts per million,0.037083,0.051,10,43,Parts per billion,0.208333,2,7,3,Parts per million,0.170833,0.3,8,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2000,Parts per billion,19.842105,43,6,41,Parts per million,0.037083,0.051,10,43,Parts per billion,0.2,1.3,8,3,Parts per million,0.181818,0.6,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2000,Parts per billion,19.842105,43,6,41,Parts per million,0.037083,0.051,10,43,Parts per billion,0.2,1.3,8,3,Parts per million,0.170833,0.3,8,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2000,Parts per billion,27.041667,48,21,45,Parts per million,0.032375,0.062,11,58,Parts per billion,0.956522,3,5,4,Parts per million,0.466667,1.5,5,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2000,Parts per billion,27.041667,48,21,45,Parts per million,0.032375,0.062,11,58,Parts per billion,0.956522,3,5,4,Parts per million,0.4125,0.8,10,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2000,Parts per billion,27.041667,48,21,45,Parts per million,0.032375,0.062,11,58,Parts per billion,0.8,1.3,5,4,Parts per million,0.466667,1.5,5,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2000,Parts per billion,27.041667,48,21,45,Parts per million,0.032375,0.062,11,58,Parts per billion,0.8,1.3,5,4,Parts per million,0.4125,0.8,10,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2000,Parts per billion,25.625,64,8,62,Parts per million,0.044792,0.071,11,87,Parts per billion,1.375,4,8,6,Parts per million,0.479167,1.6,6,11
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2000,Parts per billion,25.625,64,8,62,Parts per million,0.044792,0.071,11,87,Parts per billion,1.375,4,8,6,Parts per million,0.541667,1,8,11
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2000,Parts per billion,25.625,64,8,62,Parts per million,0.044792,0.071,11,87,Parts per billion,1.3625,3.3,8,6,Parts per million,0.479167,1.6,6,11
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2000,Parts per billion,25.625,64,8,62,Parts per million,0.044792,0.071,11,87,Parts per billion,1.3625,3.3,8,6,Parts per million,0.541667,1,8,11
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2000,Parts per billion,10.791667,22,3,21,Parts per million,0.050042,0.068,10,77,Parts per billion,0.583333,1,5,1,Parts per million,0.158333,0.3,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2000,Parts per billion,10.791667,22,3,21,Parts per million,0.050042,0.068,10,77,Parts per billion,0.583333,1,5,1,Parts per million,0.175,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2000,Parts per billion,10.791667,22,3,21,Parts per million,0.050042,0.068,10,77,Parts per billion,0.575,1,8,1,Parts per million,0.158333,0.3,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2000,Parts per billion,10.791667,22,3,21,Parts per million,0.050042,0.068,10,77,Parts per billion,0.575,1,8,1,Parts per million,0.175,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2000,Parts per billion,15.25,40,5,38,Parts per million,0.044708,0.06,10,51,Parts per billion,1,1,0,1,Parts per million,0.195833,0.4,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2000,Parts per billion,15.25,40,5,38,Parts per million,0.044708,0.06,10,51,Parts per billion,1,1,0,1,Parts per million,0.204167,0.3,9,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2000,Parts per billion,15.25,40,5,38,Parts per million,0.044708,0.06,10,51,Parts per billion,1,1,2,1,Parts per million,0.195833,0.4,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2000,Parts per billion,15.25,40,5,38,Parts per million,0.044708,0.06,10,51,Parts per billion,1,1,2,1,Parts per million,0.204167,0.3,9,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2000,Parts per billion,26.541667,54,22,51,Parts per million,0.038208,0.064,13,64,Parts per billion,1.541667,5,21,7,Parts per million,0.333333,0.8,22,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2000,Parts per billion,26.541667,54,22,51,Parts per million,0.038208,0.064,13,64,Parts per billion,1.541667,5,21,7,Parts per million,0.3,0.4,11,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2000,Parts per billion,26.541667,54,22,51,Parts per million,0.038208,0.064,13,64,Parts per billion,1.525,3.3,23,7,Parts per million,0.333333,0.8,22,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2000,Parts per billion,26.541667,54,22,51,Parts per million,0.038208,0.064,13,64,Parts per billion,1.525,3.3,23,7,Parts per million,0.3,0.4,11,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2000,Parts per billion,25.5,51,21,48,Parts per million,0.044708,0.068,10,77,Parts per billion,2.25,4,21,6,Parts per million,0.325,0.9,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2000,Parts per billion,25.5,51,21,48,Parts per million,0.044708,0.068,10,77,Parts per billion,2.25,4,21,6,Parts per million,0.354167,0.5,7,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2000,Parts per billion,25.5,51,21,48,Parts per million,0.044708,0.068,10,77,Parts per billion,2.225,2.6,20,6,Parts per million,0.325,0.9,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2000,Parts per billion,25.5,51,21,48,Parts per million,0.044708,0.068,10,77,Parts per billion,2.225,2.6,20,6,Parts per million,0.354167,0.5,7,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2000,Parts per billion,25.869565,62,23,60,Parts per million,0.049292,0.088,12,132,Parts per billion,3.434783,9,22,13,Parts per million,0.373913,0.9,6,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2000,Parts per billion,25.869565,62,23,60,Parts per million,0.049292,0.088,12,132,Parts per billion,3.434783,9,22,13,Parts per million,0.3125,0.6,23,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2000,Parts per billion,25.869565,62,23,60,Parts per million,0.049292,0.088,12,132,Parts per billion,3.442857,5.6,23,13,Parts per million,0.373913,0.9,6,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2000,Parts per billion,25.869565,62,23,60,Parts per million,0.049292,0.088,12,132,Parts per billion,3.442857,5.6,23,13,Parts per million,0.3125,0.6,23,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2000,Parts per billion,20.083333,44,1,42,Parts per million,0.039667,0.058,10,49,Parts per billion,3.75,9,6,13,Parts per million,0.225,0.5,1,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2000,Parts per billion,20.083333,44,1,42,Parts per million,0.039667,0.058,10,49,Parts per billion,3.75,9,6,13,Parts per million,0.320833,0.6,0,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2000,Parts per billion,20.083333,44,1,42,Parts per million,0.039667,0.058,10,49,Parts per billion,3.725,6.3,8,13,Parts per million,0.225,0.5,1,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2000,Parts per billion,20.083333,44,1,42,Parts per million,0.039667,0.058,10,49,Parts per billion,3.725,6.3,8,13,Parts per million,0.320833,0.6,0,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2000,Parts per billion,14.875,27,22,25,Parts per million,0.047667,0.074,11,97,Parts per billion,3.458333,4,13,6,Parts per million,0.229167,0.5,22,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2000,Parts per billion,14.875,27,22,25,Parts per million,0.047667,0.074,11,97,Parts per billion,3.458333,4,13,6,Parts per million,0.2125,0.3,21,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2000,Parts per billion,14.875,27,22,25,Parts per million,0.047667,0.074,11,97,Parts per billion,3.45,4,17,6,Parts per million,0.229167,0.5,22,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2000,Parts per billion,14.875,27,22,25,Parts per million,0.047667,0.074,11,97,Parts per billion,3.45,4,17,6,Parts per million,0.2125,0.3,21,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2000,Parts per billion,12.666667,30,2,28,Parts per million,0.048167,0.071,10,87,Parts per billion,4.083333,5,21,7,Parts per million,0.208333,0.5,1,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2000,Parts per billion,12.666667,30,2,28,Parts per million,0.048167,0.071,10,87,Parts per billion,4.083333,5,21,7,Parts per million,0.220833,0.4,0,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2000,Parts per billion,12.666667,30,2,28,Parts per million,0.048167,0.071,10,87,Parts per billion,4.075,4.6,23,7,Parts per million,0.208333,0.5,1,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2000,Parts per billion,12.666667,30,2,28,Parts per million,0.048167,0.071,10,87,Parts per billion,4.075,4.6,23,7,Parts per million,0.220833,0.4,0,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2000,Parts per billion,22.952381,47,6,44,Parts per million,0.041125,0.072,11,90,Parts per billion,3.5,7,6,10,Parts per million,0.313043,1.2,6,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2000,Parts per billion,22.952381,47,6,44,Parts per million,0.041125,0.072,11,90,Parts per billion,3.5,7,6,10,Parts per million,0.3375,0.6,11,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2000,Parts per billion,22.952381,47,6,44,Parts per million,0.041125,0.072,11,90,Parts per billion,3.85,6.6,8,10,Parts per million,0.313043,1.2,6,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2000,Parts per billion,22.952381,47,6,44,Parts per million,0.041125,0.072,11,90,Parts per billion,3.85,6.6,8,10,Parts per million,0.3375,0.6,11,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2000,Parts per billion,21.125,44,5,42,Parts per million,0.039542,0.063,11,61,Parts per billion,0.409091,1,4,1,Parts per million,0.258333,0.9,5,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2000,Parts per billion,21.125,44,5,42,Parts per million,0.039542,0.063,11,61,Parts per billion,0.409091,1,4,1,Parts per million,0.270833,0.5,8,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2000,Parts per billion,21.125,44,5,42,Parts per million,0.039542,0.063,11,61,Parts per billion,0.371429,1,8,1,Parts per million,0.258333,0.9,5,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2000,Parts per billion,21.125,44,5,42,Parts per million,0.039542,0.063,11,61,Parts per billion,0.371429,1,8,1,Parts per million,0.270833,0.5,8,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2000,Parts per billion,21.208333,43,6,41,Parts per million,0.044958,0.075,11,100,Parts per billion,0,0,0,0,Parts per million,0.245833,0.9,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2000,Parts per billion,21.208333,43,6,41,Parts per million,0.044958,0.075,11,100,Parts per billion,0,0,0,0,Parts per million,0.233333,0.4,8,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2000,Parts per billion,21.208333,43,6,41,Parts per million,0.044958,0.075,11,100,Parts per billion,0,0,2,0,Parts per million,0.245833,0.9,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2000,Parts per billion,21.208333,43,6,41,Parts per million,0.044958,0.075,11,100,Parts per billion,0,0,2,0,Parts per million,0.233333,0.4,8,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2000,Parts per billion,16.380952,41,5,39,Parts per million,0.029792,0.042,16,36,Parts per billion,0.05,1,4,1,Parts per million,0.319048,0.4,5,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2000,Parts per billion,16.380952,41,5,39,Parts per million,0.029792,0.042,16,36,Parts per billion,0.05,1,4,1,Parts per million,0.308333,0.4,12,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2000,Parts per billion,16.380952,41,5,39,Parts per million,0.029792,0.042,16,36,Parts per billion,0.06,0.3,5,1,Parts per million,0.319048,0.4,5,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2000,Parts per billion,16.380952,41,5,39,Parts per million,0.029792,0.042,16,36,Parts per billion,0.06,0.3,5,1,Parts per million,0.308333,0.4,12,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2000,Parts per billion,24,53,5,50,Parts per million,0.038708,0.062,12,58,Parts per billion,0.619048,5,10,7,Parts per million,0.540909,0.9,5,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2000,Parts per billion,24,53,5,50,Parts per million,0.038708,0.062,12,58,Parts per billion,0.619048,5,10,7,Parts per million,0.504167,0.6,8,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2000,Parts per billion,24,53,5,50,Parts per million,0.038708,0.062,12,58,Parts per billion,0.614286,4,11,7,Parts per million,0.540909,0.9,5,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2000,Parts per billion,24,53,5,50,Parts per million,0.038708,0.062,12,58,Parts per billion,0.614286,4,11,7,Parts per million,0.504167,0.6,8,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/19/2000,Parts per billion,26.208333,60,23,57,Parts per million,0.03775,0.076,10,101,Parts per billion,0.5,3,23,4,Parts per million,0.741667,2,23,11
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/19/2000,Parts per billion,26.208333,60,23,57,Parts per million,0.03775,0.076,10,101,Parts per billion,0.5,3,23,4,Parts per million,0.658333,1,23,11
